Date,Effective Federal Funds Rate,Treasury Bill Secondary Market Rate,Treasury Constant Maturity Rate,Breakeven Inflation Rate,Forward Inflation Expectation Rate,Bank Prime Loan Rate
2016-03-27,0.37,0.04,1.55,1.95,2.41,3.25
2016-03-28,0.37,0.03,1.57,1.97,2.45,3.25
2016-03-29,0.37,0.04,1.55,1.97,2.47,3.25
2016-03-30,0.37,0.04,1.56,1.95,2.47,3.25
2016-03-31,0.25,0.04,1.5,1.94,2.5,3.25
2016-04-01,0.37,0.04,1.52,1.96,2.5,3.25
2016-04-02,0.37,0.04,1.54,1.93,2.51,3.25
2016-04-03,0.37,0.04,1.6,1.93,2.51,3.25
2016-04-04,0.37,0.04,1.65,1.92,2.46,3.25
2016-04-05,0.37,0.04,1.65,1.9,2.44,3.25
2016-04-06,0.37,0.04,1.63,1.92,2.44,3.25
2016-04-07,0.37,0.04,1.66,1.93,2.47,3.25
2016-04-08,0.37,0.04,1.69,1.95,2.47,3.25
2016-04-09,0.37,0.04,1.71,1.94,2.48,3.25
2016-04-10,0.37,0.04,1.7,1.94,2.5,3.25
2016-04-11,0.37,0.04,1.66,1.95,2.43,3.25
2016-04-12,0.37,0.04,1.7,1.93,2.45,3.25
2016-04-13,0.37,0.04,1.71,1.92,2.48,3.25
2016-04-14,0.37,0.04,1.77,1.97,2.49,3.25
2016-04-15,0.37,0.03,1.71,1.98,2.48,3.25
2016-04-16,0.37,0.02,1.71,2.02,2.48,3.25
2016-04-17,0.37,0.02,1.71,2.02,2.54,3.25
2016-04-18,0.37,0.03,1.72,2.03,2.53,3.25
2016-04-19,0.37,0.03,1.7,2.05,2.51,3.25
2016-04-20,0.37,0.03,1.68,2.03,2.53,3.25
2016-04-21,0.37,0.04,1.64,2.02,2.52,3.25
2016-04-22,0.37,0.03,1.64,2.03,2.51,3.25
2016-04-23,0.37,0.04,1.62,2,2.52,3.25
2016-04-24,0.37,0.02,1.66,2,2.52,3.25
2016-04-25,0.37,0.02,1.71,2.01,2.51,3.25
2016-04-26,0.37,0.01,1.74,2.03,2.53,3.25
2016-04-27,0.37,0.04,1.74,2.01,2.53,3.25
2016-04-28,0.37,0.03,1.7,1.99,2.55,3.25
2016-04-29,0.3,0.03,1.68,1.98,2.6,3.25
2016-04-30,0.3,0.02,1.66,2,2.56,3.25
2016-05-01,0.3,0.02,1.65,1.99,2.57,3.25
2016-05-02,0.37,0.03,1.68,1.99,2.55,3.25
2016-05-03,0.37,0.02,1.7,1.96,2.54,3.25
2016-05-04,0.37,0.02,1.71,1.95,2.51,3.25
2016-05-05,0.37,0.02,1.65,1.97,2.49,3.25
2016-05-06,0.37,0.02,1.69,1.96,2.52,3.25
2016-05-07,0.37,0.03,1.7,1.97,2.51,3.25
2016-05-08,0.37,0.03,1.68,1.93,2.53,3.25
2016-05-09,0.37,0.03,1.67,1.92,2.54,3.25
2016-05-10,0.37,0.03,1.72,1.93,2.61,3.25
2016-05-11,0.37,0.03,1.69,1.95,2.61,3.25
2016-05-12,0.37,0.04,1.73,1.95,2.61,3.25
2016-05-13,0.37,0.02,1.7,1.94,2.6,3.25
2016-05-14,0.37,0.04,1.77,1.96,2.6,3.25
2016-05-15,0.37,0.03,1.76,1.97,2.61,3.25
2016-05-16,0.37,0.03,1.67,1.92,2.62,3.25
2016-05-17,0.37,0.04,1.66,1.9,2.6,3.25
2016-05-18,0.37,0.03,1.66,1.9,2.58,3.25
2016-05-19,0.37,0.03,1.66,1.9,2.6,3.25
2016-05-20,0.37,0.03,1.6,1.89,2.59,3.25
2016-05-21,0.37,0.03,1.62,1.86,2.64,3.25
2016-05-22,0.37,0.04,1.62,1.86,2.64,3.25
2016-05-23,0.37,0.03,1.63,1.87,2.61,3.25
2016-05-24,0.37,0.04,1.59,1.88,2.58,3.25
2016-05-25,0.37,0.04,1.58,1.84,2.58,3.25
2016-05-26,0.37,0.03,1.55,1.83,2.53,3.25
2016-05-27,0.37,0.03,1.58,1.85,2.51,3.25
2016-05-28,0.37,0.03,1.59,1.81,2.53,3.25
2016-05-29,0.37,0.04,1.65,1.83,2.51,3.25
2016-05-30,0.37,0.02,1.64,1.8,2.54,3.25
2016-05-31,0.29,0.03,1.68,1.79,2.49,3.25
2016-06-01,0.37,0.04,1.69,1.78,2.52,3.25
2016-06-02,0.37,0.03,1.68,1.83,2.45,3.25
2016-06-03,0.37,0.04,1.65,1.8,2.48,3.25
2016-06-04,0.37,0.03,1.63,1.77,2.49,3.25
2016-06-05,0.37,0.03,1.63,1.76,2.48,3.25
2016-06-06,0.37,0.03,1.69,1.76,2.54,3.25
2016-06-07,0.37,0.03,1.69,1.77,2.57,3.25
2016-06-08,0.37,0.03,1.71,1.76,2.58,3.25
2016-06-09,0.37,0.03,1.69,1.77,2.53,3.25
2016-06-10,0.37,0.02,1.72,1.74,2.52,3.25
2016-06-11,0.37,0.02,1.76,1.71,2.51,3.25
2016-06-12,0.37,0.02,1.79,1.69,2.51,3.25
2016-06-13,0.37,0.02,1.79,1.76,2.48,3.25
2016-06-14,0.37,0.02,1.83,1.75,2.51,3.25
2016-06-15,0.37,0.02,1.8,1.73,2.53,3.25
2016-06-16,0.38,0.02,1.78,1.75,2.49,3.25
2016-06-17,0.38,0.02,1.82,1.63,2.49,3.25
2016-06-18,0.38,0.02,1.85,1.56,2.48,3.25
2016-06-19,0.38,0.02,1.83,1.56,2.5,3.25
2016-06-20,0.38,0.01,1.8,1.6,2.38,3.25
2016-06-21,0.38,0.01,1.78,1.63,2.41,3.25
2016-06-22,0.38,0.02,1.82,1.66,2.4,3.25
2016-06-23,0.39,0.01,1.75,1.62,2.42,3.25
2016-06-24,0.4,0.01,1.8,1.59,2.35,3.25
2016-06-25,0.4,0.02,1.77,1.61,2.29,3.25
2016-06-26,0.4,0.02,1.78,1.56,2.38,3.25
2016-06-27,0.41,0.02,1.69,1.6,2.32,3.25
2016-06-28,0.41,0.01,1.7,1.57,2.33,3.25
2016-06-29,0.41,0.01,1.73,1.56,2.3,3.25
2016-06-30,0.3,0.02,1.7,1.55,2.31,3.25
2016-07-01,0.41,0.02,1.64,1.52,2.32,3.25
2016-07-02,0.41,0.01,1.57,1.54,2.38,3.25
2016-07-03,0.41,0.01,1.58,1.52,2.42,3.25
2016-07-04,0.41,0.01,1.55,1.52,2.4,3.25
2016-07-05,0.4,0.02,1.45,1.41,2.43,3.25
2016-07-06,0.4,0.02,1.37,1.37,2.35,3.25
2016-07-07,0.4,0.03,1.39,1.37,2.41,3.25
2016-07-08,0.4,0.02,1.44,1.43,2.41,3.25
2016-07-09,0.4,0.02,1.41,1.45,2.37,3.25
2016-07-10,0.4,0.02,1.44,1.42,2.38,3.25
2016-07-11,0.4,0.02,1.46,1.47,2.35,3.25
2016-07-12,0.4,0.01,1.52,1.43,2.39,3.25
2016-07-13,0.4,0.01,1.52,1.46,2.34,3.25
2016-07-14,0.4,0.02,1.51,1.44,2.34,3.25
2016-07-15,0.4,0.02,1.53,1.47,2.35,3.25
2016-07-16,0.4,0.03,1.61,1.47,2.37,3.25
2016-07-17,0.4,0.01,1.58,1.49,2.31,3.25
2016-07-18,0.4,0.01,1.62,1.53,2.31,3.25
2016-07-19,0.4,0.02,1.63,1.55,2.31,3.25
2016-07-20,0.4,0.03,1.63,1.49,2.35,3.25
2016-07-21,0.4,0.03,1.63,1.54,2.32,3.25
2016-07-22,0.4,0.03,1.67,1.58,2.3,3.25
2016-07-23,0.4,0.03,1.6,1.59,2.29,3.25
2016-07-24,0.4,0.02,1.65,1.58,2.3,3.25
2016-07-25,0.4,0.02,1.65,1.53,2.29,3.25
2016-07-26,0.4,0.02,1.64,1.48,2.28,3.25
2016-07-27,0.4,0.02,1.62,1.45,2.33,3.25
2016-07-28,0.4,0.03,1.64,1.42,2.3,3.25
2016-07-29,0.3,0.02,1.63,1.42,2.26,3.25
2016-07-30,0.3,0.01,1.66,1.39,2.27,3.25
2016-07-31,0.3,0.02,1.64,1.41,2.29,3.25
2016-08-01,0.4,0.01,1.63,1.44,2.28,3.25
2016-08-02,0.4,0.02,1.62,1.43,2.29,3.25
2016-08-03,0.4,0.02,1.58,1.47,2.23,3.25
2016-08-04,0.4,0.02,1.56,1.44,2.2,3.25
2016-08-05,0.4,0.02,1.49,1.39,2.19,3.25
2016-08-06,0.4,0.03,1.52,1.39,2.19,3.25
2016-08-07,0.4,0.03,1.59,1.36,2.18,3.25
2016-08-08,0.4,0.01,1.61,1.38,2.2,3.25
2016-08-09,0.4,0.02,1.59,1.36,2.18,3.25
2016-08-10,0.4,0.02,1.69,1.35,2.15,3.25
2016-08-11,0.4,0.03,1.67,1.24,2.18,3.25
2016-08-12,0.4,0.04,1.63,1.34,2.12,3.25
2016-08-13,0.4,0.03,1.58,1.27,2.15,3.25
2016-08-14,0.4,0.03,1.62,1.27,2.13,3.25
2016-08-15,0.4,0.02,1.53,1.2,2.08,3.25
2016-08-16,0.4,0.04,1.58,1.17,2.07,3.25
2016-08-17,0.4,0.03,1.53,1.21,2.09,3.25
2016-08-18,0.4,0.03,1.61,1.22,2.08,3.25
2016-08-19,0.4,0.04,1.68,1.2,2.1,3.25
2016-08-20,0.4,0.04,1.66,1.27,2.09,3.25
2016-08-21,0.4,0.05,1.67,1.29,2.11,3.25
2016-08-22,0.4,0.03,1.76,1.3,2.1,3.25
2016-08-23,0.4,0.01,1.76,1.26,2.1,3.25
2016-08-24,0.4,0.01,1.75,1.26,2.08,3.25
2016-08-25,0.4,0.03,1.72,1.22,2.08,3.25
2016-08-26,0.4,0.03,1.68,1.21,2.07,3.25
2016-08-27,0.4,0.04,1.65,1.27,2.09,3.25
2016-08-28,0.4,0.02,1.61,1.3,2.12,3.25
2016-08-29,0.4,0.03,1.57,1.25,2.03,3.25
2016-08-30,0.4,0.03,1.5,1.16,1.96,3.25
2016-08-31,0.3,0.03,1.47,1.16,1.98,3.25
2016-09-01,0.4,0.03,1.5,1.21,2.03,3.25
2016-09-02,0.4,0.02,1.45,1.2,2.04,3.25
2016-09-03,0.4,0.03,1.39,1.16,1.98,3.25
2016-09-04,0.4,0.03,1.37,1.05,2.03,3.25
2016-09-05,0.4,0.04,1.33,1.18,1.96,3.25
2016-09-06,0.4,0.03,1.22,1.18,1.98,3.25
2016-09-07,0.4,0.03,1.29,1.19,2.01,3.25
2016-09-08,0.4,0.03,1.31,1.19,1.99,3.25
2016-09-09,0.4,0.03,1.35,1.17,2.05,3.25
2016-09-10,0.4,0.03,1.39,1.19,2.03,3.25
2016-09-11,0.4,0.02,1.33,1.21,1.99,3.25
2016-09-12,0.4,0.03,1.36,1.24,1.98,3.25
2016-09-13,0.4,0.02,1.34,1.29,2.03,3.25
2016-09-14,0.4,0.02,1.25,1.24,1.98,3.25
2016-09-15,0.4,0.03,1.28,1.31,1.93,3.25
2016-09-16,0.4,0.02,1.18,1.29,2.01,3.25
2016-09-17,0.4,0.02,1.19,1.32,1.98,3.25
2016-09-18,0.4,0.02,1.28,1.4,2,3.25
2016-09-19,0.4,0.01,1.29,1.35,2.07,3.25
2016-09-20,0.4,0.02,1.3,1.38,2.02,3.25
2016-09-21,0.4,0.02,1.48,1.36,2.06,3.25
2016-09-22,0.4,0.01,1.49,1.36,2.06,3.25
2016-09-23,0.4,0.01,1.52,1.32,2.08,3.25
2016-09-24,0.4,0.01,1.53,1.32,2.04,3.25
2016-09-25,0.4,0.02,1.5,1.37,1.95,3.25
2016-09-26,0.4,0.01,1.53,1.32,2.04,3.25
2016-09-27,0.4,0.02,1.62,1.33,2.09,3.25
2016-09-28,0.4,0.02,1.52,1.32,2.1,3.25
2016-09-29,0.4,0.02,1.58,1.35,2.13,3.25
2016-09-30,0.29,0.02,1.61,1.37,2.13,3.25
2016-10-01,0.29,0.02,1.56,1.34,2.1,3.25
2016-10-02,0.29,0.02,1.47,1.33,2.11,3.25
2016-10-03,0.4,0.02,1.47,1.36,2.08,3.25
2016-10-04,0.4,0.03,1.54,1.49,2.09,3.25
2016-10-05,0.4,0.02,1.5,1.49,2.17,3.25
2016-10-06,0.4,0.02,1.57,1.54,2.12,3.25
2016-10-07,0.4,0.02,1.61,1.57,2.15,3.25
2016-10-08,0.4,0.01,1.6,1.61,2.13,3.25
2016-10-09,0.4,0.02,1.57,1.53,2.15,3.25
2016-10-10,0.4,0.01,1.7,1.55,2.11,3.25
2016-10-11,0.41,0.02,1.66,1.47,2.05,3.25
2016-10-12,0.41,0.02,1.62,1.36,2.1,3.25
2016-10-13,0.41,0.03,1.6,1.45,1.99,3.25
2016-10-14,0.41,0.03,1.59,1.41,2.01,3.25
2016-10-15,0.41,0.03,1.6,1.4,1.98,3.25
2016-10-16,0.41,0.05,1.57,1.27,2.03,3.25
2016-10-17,0.41,0.05,1.56,1.34,1.94,3.25
2016-10-18,0.41,0.03,1.41,1.33,2.07,3.25
2016-10-19,0.41,0.03,1.48,1.49,2.09,3.25
2016-10-20,0.41,0.01,1.42,1.5,2.02,3.25
2016-10-21,0.41,0.03,1.41,1.48,2.02,3.25
2016-10-22,0.41,0.02,1.37,1.53,2.01,3.25
2016-10-23,0.41,0.04,1.41,1.56,2.06,3.25
2016-10-24,0.41,0.03,1.47,1.57,2.03,3.25
2016-10-25,0.41,0.04,1.42,1.54,1.98,3.25
2016-10-26,0.41,0.04,1.41,1.49,1.97,3.25
2016-10-27,0.41,0.03,1.37,1.51,2.01,3.25
2016-10-28,0.41,0.03,1.32,1.58,2.02,3.25
2016-10-29,0.41,0.02,1.35,1.56,2.06,3.25
2016-10-30,0.41,0.02,1.26,1.58,2.08,3.25
2016-10-31,0.31,0.03,1.31,1.6,2.1,3.25
2016-11-01,0.41,0.02,1.32,1.6,2.1,3.25
2016-11-02,0.41,0.03,1.35,1.58,2.1,3.25
2016-11-03,0.41,0.03,1.4,1.59,2.09,3.25
2016-11-04,0.41,0.02,1.41,1.56,2.08,3.25
2016-11-05,0.41,0.03,1.38,1.55,2.05,3.25
2016-11-06,0.41,0.02,1.34,1.55,2.05,3.25
2016-11-07,0.41,0.02,1.33,1.59,2.09,3.25
2016-11-08,0.41,0.02,1.31,1.58,2.12,3.25
2016-11-09,0.41,0.01,1.31,1.65,2.13,3.25
2016-11-10,0.41,0.03,1.33,1.6,2.18,3.25
2016-11-11,0.41,0.03,1.35,1.59,2.13,3.25
2016-11-12,0.41,0.03,1.41,1.6,2.14,3.25
2016-11-13,0.41,0.03,1.37,1.7,2.08,3.25
2016-11-14,0.41,0.03,1.34,1.71,2.07,3.25
2016-11-15,0.41,0.02,1.36,1.71,2.11,3.25
2016-11-16,0.41,0.02,1.39,1.69,2.09,3.25
2016-11-17,0.41,0.01,1.43,1.7,2.14,3.25
2016-11-18,0.41,0.01,1.43,1.72,2.16,3.25
2016-11-19,0.41,0.01,1.5,1.72,2.16,3.25
2016-11-20,0.41,0.02,1.51,1.69,2.15,3.25
2016-11-21,0.41,0.01,1.54,1.72,2.16,3.25
2016-11-22,0.41,0.02,1.58,1.69,2.13,3.25
2016-11-23,0.41,0.01,1.55,1.66,2.1,3.25
2016-11-24,0.41,0.01,1.5,1.66,2.1,3.25
2016-11-25,0.41,0.02,1.59,1.64,2.12,3.25
2016-11-26,0.41,0.03,1.58,1.65,2.11,3.25
2016-11-27,0.41,0.02,1.57,1.67,2.05,3.25
2016-11-28,0.41,0.01,1.51,1.65,2.09,3.25
2016-11-29,0.41,0.02,1.46,1.62,2.04,3.25
2016-11-30,0.31,0.02,1.54,1.64,2.08,3.25
2016-12-01,0.41,0.02,1.6,1.62,2.08,3.25
2016-12-02,0.41,0.02,1.57,1.65,2.11,3.25
2016-12-03,0.41,0.02,1.53,1.63,2.05,3.25
2016-12-04,0.41,0.02,1.57,1.65,2.09,3.25
2016-12-05,0.41,0.02,1.54,1.59,2.05,3.25
2016-12-06,0.41,0.01,1.53,1.54,2.06,3.25
2016-12-07,0.41,0.01,1.51,1.53,2.07,3.25
2016-12-08,0.41,0.01,1.49,1.57,2.03,3.25
2016-12-09,0.41,0.02,1.55,1.55,2.05,3.25
2016-12-10,0.41,0.01,1.61,1.59,2.07,3.25
2016-12-11,0.41,0.02,1.69,1.59,2.07,3.25
2016-12-12,0.41,0.02,1.65,1.59,2.03,3.25
2016-12-13,0.41,0.03,1.75,1.64,2.08,3.25
2016-12-14,0.41,0.02,1.72,1.63,2.07,3.25
2016-12-15,0.66,0.02,1.74,1.65,2.07,3.25
2016-12-16,0.66,0.02,1.8,1.66,2.08,3.25
2016-12-17,0.66,0.01,1.74,1.63,2.03,3.25
2016-12-18,0.66,0.02,1.75,1.64,2.04,3.25
2016-12-19,0.66,0.02,1.71,1.64,2.06,3.25
2016-12-20,0.66,0.01,1.68,1.67,2.09,3.25
2016-12-21,0.66,0.01,1.63,1.69,2.11,3.25
2016-12-22,0.66,0.01,1.65,1.67,2.11,3.25
2016-12-23,0.66,0.01,1.59,1.63,2.09,3.25
2016-12-24,0.66,0.01,1.68,1.65,2.15,3.25
2016-12-25,0.66,0.01,1.71,1.67,2.17,3.25
2016-12-26,0.66,0.01,1.69,1.64,2.16,3.25
2016-12-27,0.66,0.01,1.7,1.63,2.19,3.25
2016-12-28,0.66,0.01,1.75,1.66,2.18,3.25
2016-12-29,0.66,0.02,1.62,1.59,2.15,3.25
2016-12-30,0.55,0.01,1.63,1.61,2.13,3.25
2016-12-31,0.55,0.01,1.7,1.6,2.18,3.25
2017-01-01,0.55,0.01,1.64,1.62,2.2,3.25
2017-01-02,0.55,0.02,1.56,1.57,2.17,3.25
2017-01-03,0.66,0.02,1.55,1.57,2.17,3.25
2017-01-04,0.66,0.02,1.5,1.54,2.12,3.25
2017-01-05,0.66,0.03,1.58,1.56,2.14,3.25
2017-01-06,0.66,0.01,1.68,1.58,2.16,3.25
2017-01-07,0.66,0.02,1.71,1.56,2.16,3.25
2017-01-08,0.66,0.01,1.67,1.55,2.15,3.25
2017-01-09,0.66,0.02,1.63,1.53,2.15,3.25
2017-01-10,0.66,0.02,1.66,1.52,2.16,3.25
2017-01-11,0.66,0.03,1.67,1.5,2.16,3.25
2017-01-12,0.66,0.04,1.72,1.49,2.15,3.25
2017-01-13,0.66,0.03,1.69,1.49,2.15,3.25
2017-01-14,0.66,0.04,1.69,1.48,2.12,3.25
2017-01-15,0.66,0.03,1.65,1.45,2.13,3.25
2017-01-16,0.66,0.04,1.64,1.4,2.12,3.25
2017-01-17,0.66,0.05,1.58,1.35,2.11,3.25
2017-01-18,0.66,0.05,1.61,1.38,2.12,3.25
2017-01-19,0.66,0.06,1.62,1.4,2.14,3.25
2017-01-20,0.66,0.07,1.62,1.4,2.14,3.25
2017-01-21,0.66,0.08,1.54,1.36,2.12,3.25
2017-01-22,0.66,0.08,1.52,1.31,2.09,3.25
2017-01-23,0.66,0.08,1.6,1.31,2.11,3.25
2017-01-24,0.66,0.08,1.65,1.31,2.09,3.25
2017-01-25,0.66,0.04,1.62,1.31,2.03,3.25
2017-01-26,0.66,0.06,1.59,1.28,2.04,3.25
2017-01-27,0.66,0.12,1.62,1.3,2.08,3.25
2017-01-28,0.66,0.1,1.53,1.27,2.05,3.25
2017-01-29,0.66,0.1,1.52,1.27,1.97,3.25
2017-01-30,0.66,0.1,1.58,1.24,2,3.25
2017-01-31,0.56,0.09,1.61,1.25,1.99,3.25
2017-02-01,0.66,0.1,1.58,1.22,1.94,3.25
2017-02-02,0.66,0.07,1.6,1.21,1.95,3.25
2017-02-03,0.66,0.05,1.5,1.17,1.97,3.25
2017-02-04,0.66,0.02,1.5,1.17,1.95,3.25
2017-02-05,0.66,0.03,1.44,1.13,1.93,3.25
2017-02-06,0.66,0.06,1.39,1.11,1.87,3.25
2017-02-07,0.66,0.07,1.48,1.15,1.91,3.25
2017-02-08,0.66,0.06,1.49,1.13,1.93,3.25
2017-02-09,0.66,0.06,1.49,1.2,1.96,3.25
2017-02-10,0.66,0.06,1.52,1.22,2,3.25
2017-02-11,0.66,0.08,1.54,1.26,2,3.25
2017-02-12,0.66,0.03,1.49,1.18,1.96,3.25
2017-02-13,0.66,0.03,1.52,1.19,1.93,3.25
2017-02-14,0.66,0.02,1.49,1.16,1.92,3.25
2017-02-15,0.66,0.02,1.47,1.14,1.88,3.25
2017-02-16,0.66,0.06,1.53,1.15,1.91,3.25
2017-02-17,0.66,0.03,1.53,1.15,1.97,3.25
2017-02-18,0.66,0.02,1.55,1.21,1.97,3.25
2017-02-19,0.66,0.04,1.52,1.21,1.97,3.25
2017-02-20,0.66,0.07,1.51,1.19,1.93,3.25
2017-02-21,0.66,0.07,1.61,1.2,1.92,3.25
2017-02-22,0.66,0.06,1.62,1.21,1.93,3.25
2017-02-23,0.66,0.01,1.5,1.24,1.92,3.25
2017-02-24,0.66,-0.01,1.45,1.19,1.91,3.25
2017-02-25,0.66,0.01,1.51,1.19,1.89,3.25
2017-02-26,0.66,-0.01,1.44,1.15,1.87,3.25
2017-02-27,0.66,0.01,1.47,1.16,1.88,3.25
2017-02-28,0.57,0.01,1.44,1.11,1.87,3.25
2017-03-01,0.66,-0.01,1.48,1.11,1.81,3.25
2017-03-02,0.66,0.01,1.42,1.02,1.76,3.25
2017-03-03,0.66,0.01,1.37,1.03,1.75,3.25
2017-03-04,0.66,-0.01,1.37,1.07,1.75,3.25
2017-03-05,0.66,-0.02,1.37,1.13,1.79,3.25
2017-03-06,0.66,0,1.29,1.15,1.81,3.25
2017-03-07,0.66,0.01,1.35,1.18,1.84,3.25
2017-03-08,0.66,0,1.34,1.22,1.82,3.25
2017-03-09,0.66,0,1.37,1.22,1.88,3.25
2017-03-10,0.66,-0.01,1.4,1.26,1.9,3.25
2017-03-11,0.66,0.01,1.41,1.22,1.86,3.25
2017-03-12,0.66,0.01,1.36,1.18,1.86,3.25
2017-03-13,0.66,0,1.29,1.15,1.83,3.25
2017-03-14,0.66,0.01,1.34,1.18,1.82,3.25
2017-03-15,0.66,0.01,1.36,1.18,1.78,3.25
2017-03-16,0.91,0.02,1.35,1.13,1.77,3.25
2017-03-17,0.91,0.02,1.4,1.16,1.8,3.25
2017-03-18,0.91,0.01,1.37,1.13,1.77,3.25
2017-03-19,0.91,0,1.36,1.14,1.8,3.25
2017-03-20,0.91,0.01,1.43,1.19,1.83,3.25
2017-03-21,0.91,0.02,1.41,1.16,1.8,3.25
2017-03-22,0.91,0.03,1.38,1.15,1.81,3.25
2017-03-23,0.91,0.04,1.47,1.14,1.8,3.25
2017-03-24,0.91,0.07,1.53,1.19,1.85,3.25
2017-03-25,0.91,0.08,1.52,1.2,1.86,3.25
2017-03-26,0.91,0.08,1.57,1.23,1.87,3.25
2017-03-27,0.91,0.06,1.59,1.27,1.89,3.25
2017-03-28,0.91,0.05,1.64,1.26,1.88,3.25
2017-03-29,0.91,0.05,1.65,1.23,1.87,3.25
2017-03-30,0.91,0.08,1.73,1.25,1.93,3.25
2017-03-31,0.82,0.14,1.75,1.28,1.92,3.25
2017-04-01,0.82,0.13,1.72,1.25,1.85,3.25
2017-04-02,0.82,0.14,1.73,1.24,1.84,3.25
2017-04-03,0.91,0.13,1.67,1.21,1.83,3.25
2017-04-04,0.91,0.15,1.66,1.2,1.82,3.25
2017-04-05,0.91,0.14,1.66,1.23,1.83,3.25
2017-04-06,0.91,0.12,1.69,1.25,1.87,3.25
2017-04-07,0.91,0.11,1.68,1.27,1.85,3.25
2017-04-08,0.91,0.11,1.7,1.31,1.89,3.25
2017-04-09,0.91,0.14,1.7,1.33,1.89,3.25
2017-04-10,0.91,0.16,1.66,1.33,1.91,3.25
2017-04-11,0.91,0.19,1.66,1.31,1.91,3.25
2017-04-12,0.91,0.17,1.64,1.31,1.89,3.25
2017-04-13,0.91,0.22,1.65,1.3,1.88,3.25
2017-04-14,0.91,0.21,1.59,1.29,1.85,3.25
2017-04-15,0.91,0.21,1.63,1.27,1.85,3.25
2017-04-16,0.91,0.21,1.74,1.33,1.89,3.25
2017-04-17,0.91,0.22,1.71,1.3,1.9,3.25
2017-04-18,0.91,0.29,1.67,1.25,1.87,3.5
2017-04-19,0.91,0.27,1.68,1.25,1.87,3.5
2017-04-20,0.91,0.26,1.64,1.21,1.85,3.5
2017-04-21,0.91,0.24,1.68,1.2,1.82,3.5
2017-04-22,0.91,0.22,1.56,1.17,1.75,3.5
2017-04-23,0.91,0.26,1.66,1.17,1.73,3.5
2017-04-24,0.91,0.25,1.71,1.22,1.74,3.5
2017-04-25,0.91,0.27,1.75,1.2,1.72,3.5
2017-04-26,0.91,0.23,1.73,1.21,1.73,3.5
2017-04-27,0.91,0.19,1.67,1.21,1.71,3.5
2017-04-28,0.83,0.24,1.67,1.19,1.71,3.5
2017-04-29,0.83,0.21,1.71,1.19,1.73,3.5
2017-04-30,0.83,0.2,1.74,1.25,1.77,3.5
2017-05-01,0.91,0.2,1.73,1.23,1.81,3.5
2017-05-02,0.91,0.23,1.73,1.24,1.76,3.5
2017-05-03,0.91,0.23,1.81,1.28,1.78,3.5
2017-05-04,0.91,0.21,1.8,1.28,1.8,3.5
2017-05-05,0.91,0.16,1.76,1.31,1.77,3.5
2017-05-06,0.91,0.22,1.73,1.31,1.79,3.5
2017-05-07,0.91,0.2,1.73,1.31,1.81,3.5
2017-05-08,0.91,0.21,1.65,1.26,1.8,3.5
2017-05-09,0.91,0.2,1.61,1.25,1.75,3.5
2017-05-10,0.91,0.2,1.57,1.23,1.73,3.5
2017-05-11,0.91,0.21,1.58,1.19,1.71,3.5
2017-05-12,0.91,0.21,1.55,1.19,1.67,3.5
2017-05-13,0.91,0.22,1.51,1.18,1.68,3.5
2017-05-14,0.91,0.25,1.52,1.2,1.66,3.5
2017-05-15,0.91,0.23,1.46,1.12,1.6,3.5
2017-05-16,0.91,0.26,1.49,1.16,1.6,3.5
2017-05-17,0.91,0.26,1.44,1.1,1.54,3.5
2017-05-18,0.91,0.28,1.44,1.08,1.48,3.5
2017-05-19,0.91,0.3,1.49,1.15,1.55,3.5
2017-05-20,0.91,0.31,1.47,1.15,1.53,3.5
2017-05-21,0.91,0.31,1.45,1.17,1.55,3.5
2017-05-22,0.91,0.32,1.43,1.18,1.62,3.5
2017-05-23,0.91,0.34,1.4,1.2,1.64,3.5
2017-05-24,0.91,0.32,1.33,1.19,1.63,3.5
2017-05-25,0.91,0.35,1.38,1.2,1.6,3.5
2017-05-26,0.91,0.34,1.28,1.14,1.58,3.5
2017-05-27,0.91,0.33,1.27,1.16,1.6,3.5
2017-05-28,0.91,0.29,1.25,1.13,1.59,3.5
2017-05-29,0.91,0.29,1.25,1.07,1.59,3.5
2017-05-30,0.91,0.32,1.16,0.97,1.49,3.5
2017-05-31,0.83,0.3,1.15,0.93,1.49,3.5
2017-06-01,0.91,0.31,1.15,0.95,1.47,3.5
2017-06-02,0.91,0.28,1.11,0.94,1.42,3.5
2017-06-03,0.91,0.29,1.2,1.03,1.47,3.5
2017-06-04,0.91,0.3,1.23,1.03,1.47,3.5
2017-06-05,0.91,0.3,1.26,1.04,1.52,3.5
2017-06-06,0.91,0.3,1.21,1.02,1.46,3.5
2017-06-07,0.91,0.3,1.24,1.06,1.46,3.5
2017-06-08,0.91,0.33,1.25,1.11,1.51,3.5
2017-06-09,0.91,0.32,1.23,1.13,1.51,3.5
2017-06-10,0.91,0.33,1.21,1.15,1.57,3.5
2017-06-11,0.91,0.32,1.16,1.18,1.6,3.5
2017-06-12,0.91,0.32,1.23,1.2,1.62,3.5
2017-06-13,0.91,0.33,1.22,1.23,1.61,3.5
2017-06-14,0.91,0.33,1.31,1.29,1.67,3.5
2017-06-15,1.16,0.35,1.34,1.34,1.68,3.5
2017-06-16,1.16,0.27,1.33,1.36,1.7,3.5
2017-06-17,1.16,0.28,1.38,1.36,1.66,3.5
2017-06-18,1.16,0.32,1.42,1.36,1.6,3.5
